Date,Price,Pmin,Pmax,Diff
29.04.2016,2.7955,2.8125,2.8150,2.7880.-0.62%
28.04.2016,2.8129,2.8174,2.8349,2.8020.-0.21%
27.04.2016,2.8189,2.8193,2.8405,2.8120.-0.07%
26.04.2016,2.8208,2.8430,2.8491,2.8130.-0.82%
25.04.2016,2.8440,2.8434,2.8535,2.8390.-0.17%
22.04.2016,2.8489,2.8307,2.8540,2.8215.0.56%
21.04.2016,2.8331,2.8135,2.8363,2.8070.0.68%
20.04.2016,2.8140,2.8297,2.8420,2.8040.-0.61%
19.04.2016,2.8312,2.8383,2.8430,2.8210.-0.30%
18.04.2016,2.8398,2.8515,2.8661,2.8340.-0.51%
15.04.2016,2.8545,2.8489,2.8635,2.8459.0.16%
14.04.2016,2.8499,2.8452,2.8720,2.8410.0.11%
13.04.2016,2.8467,2.8339,2.8590,2.8300.0.40%
12.04.2016,2.8354,2.8316,2.8490,2.8170.0.08%
11.04.2016,2.8331,2.8471,2.8541,2.8160.-0.56%
08.04.2016,2.8491,2.8603,2.8716,2.8410.-0.44%
07.04.2016,2.8618,2.8397,2.8650,2.8235.0.75%
06.04.2016,2.8406,2.8309,2.8590,2.8210.0.29%
05.04.2016,2.8324,2.8110,2.8380,2.8070.0.70%
04.04.2016,2.8128,2.8220,2.8291,2.8020.-0.33%
01.04.2016,2.8221,2.8155,2.8370,2.8118.0.18%
31.03.2016,2.8170,2.8344,2.8425,2.8110.-0.67%
30.03.2016,2.8359,2.8363,2.8490,2.8220.-0.06%
29.03.2016,2.8377,2.8673,2.8770,2.8330.-1.08%
28.03.2016,2.8688,2.8709,2.8800,2.8630.-0.26%
25.03.2016,2.8763,2.8713,2.8830,2.8645.0.14%
24.03.2016,2.8724,2.8749,2.8910,2.8687.-0.18%
23.03.2016,2.8775,2.8647,2.8829,2.8610.0.37%
22.03.2016,2.8668,2.8607,2.8851,2.8545.0.29%
21.03.2016,2.8585,2.8611,2.8815,2.8525.-0.32%
18.03.2016,2.8676,2.8388,2.8694,2.8370.0.91%
17.03.2016,2.8417,2.8669,2.8740,2.8370.-0.93%
16.03.2016,2.8684,2.8971,2.9310,2.8620.-1.04%
15.03.2016,2.8986,2.8696,2.9120,2.8650.0.98%
14.03.2016,2.8704,2.8675,2.8880,2.8610.0.12%
11.03.2016,2.8670,2.8900,2.8980,2.8621.-0.85%
10.03.2016,2.8915,2.8913,2.9100,2.8715.0.03%
09.03.2016,2.8907,2.9135,2.9212,2.8840.-0.81%
08.03.2016,2.9144,2.9136,2.9306,2.9051.-0.05%
07.03.2016,2.9160,2.9073,2.9326,2.9023.0.27%
04.03.2016,2.9082,2.9070,2.9278,2.8990.-0.02%
03.03.2016,2.9088,2.9239,2.9347,2.9040.-0.56%
02.03.2016,2.9253,2.9354,2.9481,2.9220.-0.37%
01.03.2016,2.9361,2.9630,2.9682,2.9275.-0.99%
29.02.2016,2.9654,2.9953,2.9963,2.9510.-0.91%
26.02.2016,2.9925,2.9270,3.0015,2.9175.2.20%
25.02.2016,2.9280,2.9348,2.9428,2.9160.-0.28%
24.02.2016,2.9363,2.9427,2.9550,2.9310.-0.25%
23.02.2016,2.9437,2.9358,2.9470,2.9260.0.24%
22.02.2016,2.9367,2.9522,2.9577,2.9290.-0.50%
19.02.2016,2.9516,2.9676,2.9758,2.9470.-0.64%
18.02.2016,2.9705,2.9553,2.9752,2.9470.0.49%
17.02.2016,2.9561,2.9744,2.9843,2.9400.-0.72%
16.02.2016,2.9774,2.9446,2.9818,2.9400.1.06%
15.02.2016,2.9461,2.9293,2.9560,2.9237.0.57%
12.02.2016,2.9295,2.9280,2.9398,2.9150.-0.05%
11.02.2016,2.9310,2.9203,2.9470,2.9140.0.31%
10.02.2016,2.9218,2.9395,2.9427,2.9140.-0.64%
09.02.2016,2.9407,2.9466,2.9631,2.9260.-0.22%
08.02.2016,2.9473,2.9175,2.9550,2.9110.0.82%
05.02.2016,2.9232,2.9108,2.9268,2.8890.0.39%
04.02.2016,2.9118,2.9149,2.9270,2.8853.-0.16%
03.02.2016,2.9164,2.9511,2.9646,2.9060.-1.20%
02.02.2016,2.9519,2.9449,2.9610,2.9420.0.21%
01.02.2016,2.9456,2.9551,2.9780,2.9400.-0.33%
29.01.2016,2.9553,2.9684,2.9780,2.9500.-0.47%
28.01.2016,2.9693,3.0004,3.0030,2.9640.-1.07%
27.01.2016,3.0014,3.0073,3.0190,2.9840.-0.25%
26.01.2016,3.0088,3.0199,3.0356,3.0010.-0.42%
25.01.2016,3.0214,2.9995,3.0245,2.9969.0.59%
22.01.2016,3.0038,3.0111,3.0238,2.9975.-0.29%
21.01.2016,3.0126,3.0413,3.0541,3.0091.-0.97%
20.01.2016,3.0422,3.0390,3.0630,3.0339.0.07%
19.01.2016,3.0402,3.0335,3.0467,3.0160.0.12%
18.01.2016,3.0365,3.0469,3.0533,3.0270.-0.39%
15.01.2016,3.0484,3.0210,3.0549,3.0197.0.82%
14.01.2016,3.0235,3.0240,3.0435,3.0140.-0.17%
13.01.2016,3.0285,3.0315,3.0365,3.0020.-0.15%
12.01.2016,3.0332,3.0362,3.0490,3.0200.-0.15%
11.01.2016,3.0377,3.0197,3.0437,3.0080.0.54%
08.01.2016,3.0214,2.9981,3.0231,2.9800.0.74%
07.01.2016,2.9993,2.9997,3.0290,2.9840.-0.10%
06.01.2016,3.0024,2.9839,3.0160,2.9810.0.58%
05.01.2016,2.9852,2.9634,2.9918,2.9530.0.71%
04.01.2016,2.9642,2.9175,2.9810,2.9127.1.73%
01.01.2016,2.9139,2.9167,2.9201,2.9119.-0.13%
31.12.2015,2.9177,2.9150,2.9311,2.9020.-0.03%
30.12.2015,2.9186,2.9048,2.9331,2.9020.0.42%
29.12.2015,2.9063,2.9050,2.9155,2.9000.0.00%
28.12.2015,2.9062,2.9178,2.9259,2.9023.-0.57%
25.12.2015,2.9230,2.9170,2.9255,2.9080.0.15%
24.12.2015,2.9185,2.9154,2.9272,2.9110.0.05%
23.12.2015,2.9169,2.9277,2.9390,2.9143.-0.47%
22.12.2015,2.9308,2.9130,2.9520,2.9047.0.56%
21.12.2015,2.9145,2.9069,2.9235,2.9010.0.20%
18.12.2015,2.9087,2.9293,2.9388,2.9010.-0.70%
17.12.2015,2.9292,2.9336,2.9510,2.9140.-0.20%
16.12.2015,2.9352,2.9625,2.9757,2.9185.-0.97%
15.12.2015,2.9640,2.9785,2.9915,2.9470.-0.52%
14.12.2015,2.9796,2.9731,2.9985,2.9430.-0.07%
11.12.2015,2.9817,2.9224,2.9899,2.9140.1.99%
10.12.2015,2.9235,2.9151,2.9296,2.9000.0.24%
09.12.2015,2.9165,2.9088,2.9295,2.8990.0.22%
08.12.2015,2.9100,2.9122,2.9258,2.9000.-0.12%
07.12.2015,2.9135,2.8927,2.9180,2.8750.0.64%
04.12.2015,2.8950,2.8840,2.9171,2.8730.0.36%
03.12.2015,2.8846,2.8885,2.8980,2.8670.-0.16%
02.12.2015,2.8893,2.8897,2.9010,2.8690.-0.05%
01.12.2015,2.8907,2.9126,2.9146,2.8750.-0.77%
30.11.2015,2.9131,2.9201,2.9365,2.8940.-0.39%
27.11.2015,2.9245,2.9203,2.9353,2.9065.0.12%
26.11.2015,2.9211,2.8876,2.9275,2.8825.1.13%
25.11.2015,2.8884,2.8764,2.8941,2.8710.0.39%
24.11.2015,2.8773,2.8496,2.8850,2.8400.0.93%
23.11.2015,2.8508,2.8277,2.8538,2.8243.0.67%
20.11.2015,2.8317,2.8417,2.8497,2.8120.-0.39%
19.11.2015,2.8427,2.8604,2.8709,2.8360.-0.67%
18.11.2015,2.8619,2.8676,2.8764,2.8520.-0.25%
17.11.2015,2.8691,2.8819,2.8902,2.8570.-0.50%
16.11.2015,2.8834,2.8639,2.8882,2.8623.0.69%
13.11.2015,2.8637,2.8636,2.8786,2.8540.-0.05%
12.11.2015,2.8651,2.8733,2.8920,2.8555.-0.34%
11.11.2015,2.8748,2.9138,2.9158,2.8704.-1.41%
10.11.2015,2.9158,2.9195,2.9263,2.8995.-0.17%
09.11.2015,2.9207,2.9125,2.9289,2.9100.0.19%
06.11.2015,2.9152,2.8597,2.9327,2.8558.1.91%
05.11.2015,2.8607,2.8616,2.8779,2.8530.-0.08%
04.11.2015,2.8631,2.8268,2.8700,2.8210.1.21%
03.11.2015,2.8290,2.8228,2.8515,2.8070.0.18%
02.11.2015,2.8239,2.9144,2.9156,2.7540.-3.13%
30.10.2015,2.9151,2.9370,2.9422,2.9060.-0.76%
29.10.2015,2.9375,2.9232,2.9435,2.9141.0.44%
28.10.2015,2.9247,2.9026,2.9336,2.8841.0.71%
27.10.2015,2.9041,2.8894,2.9180,2.8843.0.49%
26.10.2015,2.8900,2.9053,2.9207,2.8790.-0.61%
23.10.2015,2.9078,2.8708,2.9165,2.8550.1.23%
22.10.2015,2.8726,2.8939,2.9026,2.8610.-0.79%
21.10.2015,2.8954,2.8995,2.9155,2.8892.-0.17%
20.10.2015,2.9003,2.9043,2.9101,2.8820.-0.18%
19.10.2015,2.9054,2.8928,2.9075,2.8760.0.47%
16.10.2015,2.8917,2.8794,2.9090,2.8753.0.40%
15.10.2015,2.8803,2.9128,2.9148,2.8740.-1.15%
14.10.2015,2.9137,2.9571,2.9640,2.9090.-1.52%
13.10.2015,2.9586,2.9249,2.9620,2.9220.1.10%
12.10.2015,2.9264,2.9157,2.9591,2.9110.0.50%
09.10.2015,2.9118,2.8920,2.9212,2.8860.0.63%
08.10.2015,2.8935,2.9390,2.9500,2.8895.-1.59%
07.10.2015,2.9402,2.9572,2.9630,2.9120.-0.61%
06.10.2015,2.9583,2.9807,2.9995,2.9531.-0.85%
05.10.2015,2.9837,2.9936,3.0031,2.9798.-0.23%
02.10.2015,2.9906,3.0256,3.0373,2.9840.-1.19%
01.10.2015,3.0267,3.0244,3.0330,3.0060.0.03%
30.09.2015,3.0257,3.0359,3.0443,3.0145.-0.37%
29.09.2015,3.0368,3.0547,3.0705,3.0295.-0.69%
28.09.2015,3.0579,3.0461,3.0625,3.0260.0.37%
25.09.2015,3.0467,3.0367,3.0577,3.0216.0.21%
24.09.2015,3.0403,3.0376,3.0754,3.0261.0.06%
23.09.2015,3.0385,3.0239,3.0485,3.0101.0.41%
22.09.2015,3.0260,3.0055,3.0410,2.9860.0.66%
21.09.2015,3.0062,3.0069,3.0281,2.9790.0.04%
18.09.2015,3.0051,3.0115,3.0152,2.9747.-0.24%
17.09.2015,3.0124,2.9973,3.0295,2.9732.0.47%
16.09.2015,2.9984,3.0285,3.0325,2.9885.-1.04%
15.09.2015,3.0300,3.0578,3.0720,3.0190.-0.91%
14.09.2015,3.0578,3.0345,3.0720,3.0345.0.37%
11.09.2015,3.0465,3.0215,3.0610,3.0149.0.78%
10.09.2015,3.0228,3.0353,3.0631,3.0130.-0.43%
09.09.2015,3.0360,3.0096,3.0441,2.9840.0.83%
08.09.2015,3.0111,3.0305,3.0350,2.9997.-0.63%
07.09.2015,3.0301,2.9977,3.0464,2.9977.0.75%
04.09.2015,3.0074,2.9698,3.0141,2.9660.1.24%
03.09.2015,2.9707,2.9403,2.9785,2.9360.1.00%
02.09.2015,2.9414,2.9294,2.9590,2.9213.0.38%
01.09.2015,2.9302,2.9134,2.9329,2.9040.0.53%
31.08.2015,2.9148,2.9229,2.9329,2.9050.-0.31%
28.08.2015,2.9238,2.9084,2.9318,2.9040.0.48%
27.08.2015,2.9099,2.9307,2.9348,2.8940.-0.75%
26.08.2015,2.9318,2.9387,2.9511,2.9140.-0.29%
25.08.2015,2.9402,2.9406,2.9509,2.9080.-0.06%
24.08.2015,2.9421,2.9190,2.9865,2.9149.0.80%
21.08.2015,2.9187,2.9145,2.9365,2.9010.0.09%
20.08.2015,2.9160,2.9246,2.9999,2.8860.-0.32%
19.08.2015,2.9255,2.8931,2.9450,2.8820.1.07%
18.08.2015,2.8946,2.8672,2.9093,2.8620.0.92%
17.08.2015,2.8683,2.8355,2.8734,2.8232.1.21%
14.08.2015,2.8340,2.8196,2.8475,2.8156.0.50%
13.08.2015,2.8200,2.7761,2.8300,2.7680.1.53%
12.08.2015,2.7776,2.7787,2.7880,2.7647.-0.08%
11.08.2015,2.7797,2.7782,2.7905,2.7570.0.01%
10.08.2015,2.7794,2.7802,2.7970,2.7730.-0.03%
07.08.2015,2.7802,2.7752,2.7940,2.7710.0.16%
06.08.2015,2.7757,2.7856,2.7920,2.7730.-0.40%
05.08.2015,2.7868,2.7822,2.7940,2.7640.0.15%
04.08.2015,2.7826,2.7801,2.7842,2.7630.0.05%
03.08.2015,2.7812,2.7662,2.7844,2.7619.0.37%
31.07.2015,2.7710,2.7818,2.7981,2.7510.-0.42%
30.07.2015,2.7826,2.7645,2.7932,2.7580.0.64%
29.07.2015,2.7650,2.7584,2.7760,2.7521.0.18%
28.07.2015,2.7600,2.7704,2.7740,2.7410.-0.41%
27.07.2015,2.7713,2.7399,2.7780,2.7320.1.23%
24.07.2015,2.7377,2.7336,2.7539,2.7225.0.12%
23.07.2015,2.7344,2.7057,2.7397,2.7033.1.02%
22.07.2015,2.7067,2.6835,2.7250,2.6780.0.83%
21.07.2015,2.6844,2.6975,2.7002,2.6780.-0.52%
20.07.2015,2.6983,2.6518,2.7020,2.6518.1.72%
17.07.2015,2.6526,2.6554,2.6585,2.6449.-0.15%
16.07.2015,2.6565,2.6442,2.6594,2.6380.0.38%
15.07.2015,2.6464,2.6305,2.6521,2.6250.0.56%
14.07.2015,2.6317,2.6450,2.6520,2.6240.-0.53%
13.07.2015,2.6456,2.6708,2.6751,2.6410.-0.79%
10.07.2015,2.6667,2.6766,2.6808,2.6540.-0.45%
09.07.2015,2.6788,2.6871,2.6897,2.6625.-0.35%
08.07.2015,2.6881,2.6849,2.7016,2.6749.0.10%
07.07.2015,2.6854,2.6772,2.7002,2.6690.0.27%
06.07.2015,2.6781,2.6907,2.7163,2.6703.-0.39%
03.07.2015,2.6885,2.6836,2.6950,2.6805.0.16%
02.07.2015,2.6843,2.6900,2.7070,2.6790.-0.27%
01.07.2015,2.6917,2.6807,2.6970,2.6670.0.38%
30.06.2015,2.6816,2.7008,2.7073,2.6670.-0.78%
29.06.2015,2.7028,2.6640,2.7096,2.6640.1.42%
26.06.2015,2.6649,2.6542,2.6750,2.6525.0.37%
25.06.2015,2.6550,2.6767,2.6793,2.6495.-0.84%
24.06.2015,2.6776,2.6778,2.6890,2.6670.-0.05%
23.06.2015,2.6789,2.6645,2.6860,2.6619.0.50%
22.06.2015,2.6656,2.6943,2.6976,2.6580.-1.09%
19.06.2015,2.6951,2.7107,2.7254,2.6889.-0.63%
18.06.2015,2.7123,2.7038,2.7212,2.7020.0.23%
17.06.2015,2.7061,2.7325,2.7452,2.7049.-1.04%
16.06.2015,2.7345,2.7342,2.7527,2.7230.-0.05%
15.06.2015,2.7358,2.7099,2.7460,2.7099.0.85%
12.06.2015,2.7128,2.7015,2.7262,2.6992.0.39%
11.06.2015,2.7022,2.7318,2.7532,2.6971.-1.18%
10.06.2015,2.7345,2.7503,2.7564,2.7240.-0.64%
09.06.2015,2.7521,2.7505,2.7642,2.7280.0.02%
08.06.2015,2.7515,2.7678,2.8117,2.7410.3.36%
05.06.2015,2.6621,2.6664,2.6920,2.6520.-0.21%
04.06.2015,2.6677,2.6843,2.7080,2.6560.-0.67%
03.06.2015,2.6856,2.6732,2.6930,2.6697.0.42%
02.06.2015,2.6743,2.6820,2.6940,2.6680.-0.32%
01.06.2015,2.6829,2.6598,2.6865,2.6572.0.75%
29.05.2015,2.6630,2.6540,2.6687,2.6440.0.33%
28.05.2015,2.6543,2.6407,2.6679,2.6380.0.46%
